# PONTOS DA IMAGEM... 
0 1:86 2:166 3:173
0 1:81 2:160 3:165
0 1:80 2:159 3:164
0 1:79 2:160 3:164
0 1:81 2:162 3:166
0 1:83 2:162 3:166
0 1:82 2:161 3:165
0 1:84 2:162 3:166
0 1:86 2:164 3:168
0 1:86 2:161 3:164
0 1:94 2:168 3:169
0 1:97 2:171 3:174
0 1:96 2:170 3:173
0 1:95 2:166 3:168
0 1:96 2:167 3:169
0 1:97 2:167 3:169
0 1:97 2:167 3:169
0 1:99 2:167 3:168
0 1:94 2:162 3:163
0 1:80 2:146 3:145
0 1:80 2:144 3:144
0 1:98 2:160 3:159
0 1:107 2:167 3:167
0 1:110 2:168 3:169
0 1:115 2:171 3:170
0 1:115 2:170 3:167
0 1:115 2:167 3:165
0 1:119 2:169 3:166
0 1:120 2:169 3:166
0 1:123 2:169 3:167
0 1:125 2:171 3:169
0 1:124 2:170 3:167
0 1:120 2:165 3:162
0 1:118 2:163 3:158
0 1:121 2:166 3:161
0 1:125 2:167 3:163
0 1:129 2:170 3:166
0 1:132 2:171 3:168
0 1:140 2:175 3:171
0 1:145 2:177 3:172
0 1:147 2:176 3:172
0 1:146 2:172 3:169
0 1:147 2:172 3:168
0 1:154 2:177 3:169
0 1:157 2:178 3:171
0 1:160 2:179 3:173
0 1:162 2:179 3:171
0 1:159 2:176 3:168
0 1:157 2:173 3:163
0 1:162 2:173 3:165
0 1:166 2:177 3:169
0 1:169 2:181 3:171
0 1:169 2:179 3:170
0 1:168 2:175 3:167
0 1:174 2:177 3:168
0 1:179 2:181 3:170
0 1:178 2:178 3:166
0 1:185 2:183 3:171
0 1:190 2:186 3:175
0 1:193 2:187 3:175
0 1:193 2:187 3:175
0 1:194 2:186 3:175
0 1:193 2:183 3:173
0 1:190 2:180 3:170
0 1:191 2:181 3:171
0 1:199 2:186 3:177
0 1:202 2:189 3:180
0 1:205 2:192 3:183
0 1:216 2:203 3:194
0 1:225 2:212 3:203
0 1:221 2:208 3:199
0 1:212 2:199 3:190
0 1:211 2:198 3:189
0 1:212 2:199 3:191
0 1:213 2:200 3:192
0 1:213 2:200 3:192
0 1:214 2:201 3:193
0 1:213 2:200 3:191
0 1:213 2:200 3:191
0 1:211 2:199 3:187
0 1:209 2:197 3:183
0 1:211 2:198 3:181
0 1:214 2:202 3:180
0 1:219 2:205 3:179
0 1:220 2:205 3:176
0 1:222 2:205 3:175
0 1:228 2:209 3:179
0 1:230 2:210 3:183
0 1:234 2:213 3:186
0 1:241 2:220 3:193
0 1:243 2:222 3:195
0 1:245 2:224 3:195
0 1:247 2:226 3:195
0 1:250 2:229 3:198
0 1:249 2:228 3:197
0 1:247 2:228 3:198
0 1:240 2:223 3:193
0 1:241 2:224 3:196
0 1:245 2:228 3:200
0 1:242 2:225 3:195
0 1:241 2:224 3:194
0 1:246 2:229 3:201
0 1:249 2:232 3:204
0 1:252 2:235 3:207
0 1:252 2:235 3:207
0 1:249 2:232 3:204
0 1:247 2:230 3:202
0 1:247 2:230 3:202
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:253 2:253 3:253
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:253 2:253 3:253
0 1:253 2:253 3:253
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:253 2:253 3:253
0 1:254 2:254 3:254
0 1:253 2:253 3:253
0 1:254 2:254 3:254
0 1:253 2:255 3:254
0 1:253 2:255 3:254
0 1:252 2:254 3:253
0 1:254 2:255 3:255
0 1:254 2:255 3:255
0 1:253 2:255 3:254
0 1:251 2:255 3:255
0 1:250 2:254 3:255
0 1:250 2:255 3:255
0 1:250 2:255 3:255
0 1:249 2:255 3:255
0 1:248 2:254 3:254
0 1:248 2:254 3:254
0 1:248 2:254 3:254
0 1:246 2:255 3:254
0 1:245 2:255 3:254
0 1:244 2:255 3:255
0 1:243 2:255 3:255
0 1:244 2:255 3:255
0 1:243 2:255 3:255
0 1:242 2:254 3:254
0 1:242 2:254 3:254
0 1:240 2:254 3:255
0 1:240 2:254 3:255
0 1:239 2:255 3:255
0 1:238 2:254 3:254
0 1:237 2:255 3:255
0 1:235 2:253 3:253
0 1:233 2:253 3:254
0 1:232 2:252 3:253
0 1:230 2:251 3:254
0 1:231 2:252 3:255
0 1:229 2:253 3:253
0 1:227 2:251 3:251
0 1:229 2:255 3:254
0 1:225 2:254 3:252
0 1:223 2:253 3:253
0 1:223 2:253 3:253
0 1:222 2:254 3:253
0 1:220 2:254 3:253
0 1:218 2:254 3:254
0 1:218 2:254 3:254
0 1:215 2:254 3:253
0 1:214 2:253 3:252
0 1:213 2:253 3:253
0 1:211 2:253 3:252
0 1:210 2:252 3:250
0 1:208 2:252 3:251
0 1:206 2:252 3:252
0 1:206 2:252 3:252
0 1:203 2:251 3:253
0 1:202 2:250 3:252
0 1:201 2:249 3:253
0 1:201 2:249 3:253
0 1:200 2:247 3:253
0 1:199 2:246 3:252
0 1:198 2:247 3:252
0 1:196 2:245 3:250
0 1:194 2:244 3:251
0 1:193 2:243 3:252
0 1:192 2:242 3:253
0 1:190 2:240 3:251
0 1:192 2:242 3:253
0 1:191 2:241 3:252
0 1:186 2:238 3:249
0 1:185 2:239 3:249
0 1:182 2:239 3:250
0 1:181 2:239 3:250
0 1:180 2:238 3:249
0 1:177 2:237 3:247
0 1:176 2:239 3:248
0 1:175 2:238 3:247
0 1:174 2:236 3:247
0 1:173 2:235 3:246
0 1:172 2:234 3:247
0 1:171 2:233 3:246
0 1:173 2:232 3:246
0 1:172 2:231 3:245
0 1:172 2:229 3:246
0 1:172 2:229 3:246
0 1:170 2:229 3:247
0 1:168 2:229 3:247
0 1:169 2:228 3:246
0 1:169 2:228 3:246
0 1:166 2:227 3:245
0 1:165 2:226 3:244
0 1:163 2:226 3:243
0 1:162 2:225 3:242
0 1:160 2:223 3:240
0 1:160 2:223 3:240
0 1:160 2:226 3:242
0 1:159 2:225 3:241
0 1:155 2:221 3:237
0 1:159 2:222 3:237
0 1:167 2:226 3:240
0 1:142 2:194 3:207
0 1:52 2:89 3:98
0 1:0 2:20 3:30
0 1:5 2:22 3:30
0 1:14 2:24 3:33
0 1:5 2:14 3:19
0 1:3 2:13 3:15
0 1:0 2:6 3:12
0 1:0 2:4 3:12
0 1:3 2:7 3:18
0 1:8 2:12 3:23
0 1:8 2:14 3:26
0 1:8 2:14 3:26
0 1:6 2:13 3:23
0 1:7 2:11 3:22
0 1:8 2:12 3:24
0 1:5 2:11 3:23
0 1:11 2:17 3:29
0 1:12 2:18 3:30
0 1:7 2:13 3:25
0 1:10 2:18 3:31
0 1:23 2:31 3:44
0 1:18 2:25 3:41
0 1:2 2:8 3:22
0 1:0 2:4 3:16
0 1:0 2:7 3:17
0 1:0 2:6 3:14
0 1:7 2:15 3:18
0 1:39 2:48 3:47
0 1:70 2:79 3:76
0 1:69 2:79 3:71
0 1:81 2:89 3:78
0 1:114 2:120 3:106
0 1:118 2:122 3:108
0 1:106 2:108 3:97
0 1:97 2:98 3:90
0 1:96 2:97 3:91
0 1:82 2:83 3:78
0 1:80 2:79 3:75
0 1:85 2:84 3:82
0 1:81 2:77 3:74
0 1:71 2:67 3:64
0 1:65 2:62 3:57
0 1:77 2:74 3:67
0 1:109 2:109 3:101
0 1:120 2:120 3:112
0 1:85 2:90 3:86
0 1:44 2:59 3:62
0 1:36 2:61 3:68
0 1:49 2:81 3:92
0 1:70 2:108 3:121
0 1:90 2:134 3:147
0 1:97 2:145 3:159
0 1:100 2:149 3:164
0 1:100 2:151 3:168
0 1:104 2:152 3:172
0 1:106 2:154 3:174
0 1:113 2:162 3:179
0 1:110 2:159 3:174
0 1:104 2:153 3:167
0 1:108 2:158 3:169
0 1:113 2:163 3:170
0 1:114 2:158 3:161
0 1:121 2:153 3:152
0 1:125 2:145 3:143
0 1:57 2:69 3:65
0 1:5 2:11 3:7
0 1:0 2:3 3:0
0 1:0 2:4 3:0
0 1:3 2:7 3:6
0 1:2 2:6 3:5
0 1:24 2:29 3:25
0 1:31 2:40 3:35
0 1:26 2:43 3:37
0 1:37 2:66 3:61
0 1:94 2:136 3:134
0 1:118 2:169 3:172
0 1:119 2:180 3:185
0 1:112 2:176 3:185
0 1:105 2:172 3:181
0 1:105 2:173 3:182
0 1:106 2:174 3:185
0 1:103 2:171 3:182
0 1:101 2:169 3:180
0 1:104 2:172 3:183
0 1:98 2:168 3:180
0 1:94 2:164 3:176
0 1:93 2:165 3:177
0 1:95 2:167 3:179
0 1:94 2:166 3:180
0 1:93 2:165 3:179
0 1:92 2:164 3:178
0 1:92 2:164 3:178
0 1:94 2:168 3:181
0 1:92 2:168 3:181
0 1:86 2:164 3:176
0 1:83 2:161 3:173
0 1:83 2:162 3:175
0 1:84 2:163 3:176
0 1:78 2:157 3:172
0 1:76 2:155 3:170
0 1:78 2:157 3:172
0 1:73 2:152 3:167
0 1:75 2:156 3:173
0 1:77 2:158 3:175
0 1:73 2:156 3:172
0 1:71 2:154 3:170
0 1:74 2:157 3:175
0 1:72 2:155 3:173
0 1:65 2:151 3:168
0 1:62 2:148 3:165
0 1:66 2:151 3:171
0 1:68 2:153 3:173
0 1:63 2:148 3:168
0 1:63 2:148 3:168
0 1:64 2:151 3:170
0 1:64 2:151 3:170
0 1:61 2:148 3:168
0 1:59 2:146 3:166
0 1:57 2:146 3:164
0 1:56 2:145 3:163
0 1:62 2:151 3:169
0 1:67 2:156 3:174
0 1:60 2:149 3:167
0 1:55 2:144 3:162
0 1:57 2:146 3:164
0 1:57 2:146 3:164
0 1:57 2:144 3:163
0 1:60 2:147 3:166
0 1:61 2:148 3:165
0 1:59 2:146 3:163
0 1:61 2:150 3:166
0 1:61 2:150 3:166
0 1:59 2:148 3:162
0 1:61 2:150 3:164
0 1:61 2:153 3:166
0 1:61 2:153 3:166
0 1:66 2:158 3:169
0 1:62 2:154 3:165
0 1:53 2:145 3:156
0 1:58 2:150 3:161
0 1:68 2:158 3:167
0 1:68 2:157 3:165
0 1:66 2:155 3:163
0 1:70 2:157 3:166
0 1:74 2:163 3:171
0 1:73 2:162 3:170
0 1:68 2:157 3:163
0 1:72 2:161 3:167
0 1:76 2:163 3:170
0 1:69 2:156 3:163
0 1:65 2:150 3:155
0 1:67 2:152 3:157
0 1:75 2:160 3:165
0 1:78 2:163 3:168
0 1:78 2:161 3:167
0 1:79 2:162 3:168
0 1:82 2:163 3:167
0 1:79 2:160 3:164
0 1:77 2:158 3:162
0 1:80 2:161 3:165
0 1:82 2:161 3:165
0 1:81 2:160 3:164
0 1:84 2:162 3:166
0 1:87 2:165 3:167
0 1:88 2:164 3:164
0 1:92 2:168 3:168
0 1:96 2:170 3:173
0 1:92 2:166 3:169
0 1:92 2:163 3:165
0 1:94 2:165 3:167
0 1:96 2:166 3:168
0 1:96 2:166 3:168
0 1:98 2:166 3:167
0 1:94 2:162 3:163
0 1:79 2:145 3:144
0 1:75 2:141 3:140
0 1:94 2:158 3:157
0 1:107 2:169 3:168
0 1:107 2:167 3:165
0 1:110 2:166 3:165
0 1:111 2:166 3:163
0 1:112 2:164 3:162
0 1:115 2:165 3:162
0 1:117 2:167 3:164
0 1:118 2:167 3:164
0 1:123 2:169 3:167
0 1:121 2:167 3:164
0 1:116 2:162 3:159
0 1:116 2:161 3:156
0 1:120 2:165 3:160
0 1:125 2:167 3:163
0 1:128 2:169 3:165
0 1:131 2:170 3:167
0 1:138 2:173 3:169
0 1:144 2:176 3:171
0 1:145 2:176 3:171
0 1:144 2:173 3:169
0 1:145 2:172 3:167
0 1:151 2:176 3:170
0 1:158 2:181 3:173
0 1:158 2:179 3:170
0 1:159 2:179 3:170
0 1:161 2:178 3:168
0 1:157 2:173 3:163
0 1:160 2:173 3:164
0 1:166 2:177 3:169
0 1:170 2:182 3:172
0 1:171 2:181 3:172
0 1:169 2:176 3:168
0 1:172 2:178 3:168
0 1:176 2:179 3:168
0 1:178 2:178 3:166
0 1:186 2:184 3:172
0 1:193 2:189 3:178
0 1:197 2:191 3:179
0 1:196 2:190 3:178
0 1:195 2:187 3:176
0 1:193 2:185 3:174
0 1:193 2:183 3:173
0 1:191 2:181 3:171
0 1:199 2:186 3:177
0 1:201 2:188 3:179
0 1:204 2:191 3:182
0 1:216 2:203 3:194
0 1:226 2:213 3:204
0 1:223 2:210 3:201
0 1:214 2:201 3:192
0 1:211 2:198 3:189
0 1:211 2:198 3:190
0 1:212 2:199 3:191
0 1:213 2:200 3:192
0 1:213 2:200 3:192
0 1:214 2:201 3:192
0 1:214 2:201 3:192
0 1:213 2:201 3:189
0 1:210 2:198 3:184
0 1:210 2:197 3:180
0 1:215 2:200 3:181
0 1:219 2:203 3:180
0 1:220 2:204 3:178
0 1:222 2:205 3:177
0 1:225 2:208 3:180
0 1:228 2:208 3:181
0 1:230 2:210 3:183
0 1:237 2:216 3:189
0 1:243 2:222 3:193
0 1:246 2:225 3:194
0 1:248 2:227 3:196
0 1:249 2:228 3:197
0 1:249 2:230 3:198
0 1:248 2:231 3:201
0 1:243 2:226 3:196
0 1:240 2:223 3:195
0 1:239 2:222 3:194
0 1:238 2:221 3:191
0 1:244 2:227 3:197
0 1:251 2:234 3:206
0 1:250 2:233 3:205
0 1:253 2:236 3:208
0 1:251 2:234 3:206
0 1:248 2:231 3:203
0 1:246 2:229 3:201
0 1:246 2:229 3:201
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:253 2:253 3:253
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:253 2:253 3:253
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:253 2:253 3:253
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:253 2:253 3:253
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:255 3:255
0 1:253 2:255 3:254
0 1:252 2:253 3:255
0 1:252 2:253 3:255
0 1:252 2:253 3:255
0 1:252 2:253 3:255
0 1:252 2:253 3:255
0 1:253 2:254 3:255
0 1:251 2:255 3:255
0 1:250 2:254 3:255
0 1:250 2:255 3:255
0 1:249 2:255 3:255
0 1:249 2:255 3:255
0 1:247 2:253 3:253
0 1:246 2:255 3:254
0 1:246 2:255 3:254
0 1:244 2:254 3:255
0 1:243 2:253 3:254
0 1:244 2:254 3:255
0 1:244 2:254 3:255
0 1:242 2:254 3:254
0 1:242 2:254 3:254
0 1:240 2:254 3:255
0 1:240 2:254 3:255
0 1:239 2:255 3:255
0 1:238 2:254 3:254
0 1:236 2:254 3:255
0 1:235 2:253 3:255
0 1:233 2:253 3:254
0 1:233 2:253 3:254
0 1:231 2:252 3:255
0 1:231 2:252 3:255
0 1:228 2:252 3:252
0 1:228 2:252 3:252
0 1:228 2:254 3:253
0 1:227 2:253 3:252
0 1:225 2:253 3:254
0 1:223 2:253 3:253
0 1:222 2:254 3:253
0 1:221 2:253 3:252
0 1:219 2:253 3:254
0 1:218 2:254 3:254
0 1:215 2:254 3:253
0 1:214 2:253 3:252
0 1:212 2:252 3:252
0 1:212 2:252 3:252
0 1:210 2:252 3:251
0 1:210 2:252 3:251
0 1:207 2:251 3:252
0 1:206 2:251 3:254
0 1:203 2:251 3:253
0 1:203 2:251 3:253
0 1:201 2:249 3:253
0 1:201 2:249 3:253
0 1:200 2:247 3:253
0 1:200 2:247 3:253
0 1:200 2:249 3:254
0 1:199 2:248 3:255
0 1:196 2:246 3:255
0 1:196 2:246 3:255
0 1:193 2:243 3:254
0 1:194 2:242 3:254
0 1:193 2:243 3:254
0 1:192 2:242 3:253
0 1:186 2:238 3:249
0 1:186 2:240 3:250
0 1:182 2:239 3:250
0 1:181 2:238 3:249
0 1:180 2:238 3:249
0 1:180 2:238 3:249
0 1:178 2:238 3:248
0 1:175 2:238 3:247
0 1:174 2:236 3:247
0 1:173 2:235 3:246
0 1:172 2:234 3:247
0 1:171 2:233 3:246
0 1:173 2:232 3:246
0 1:173 2:231 3:245
0 1:172 2:229 3:246
0 1:173 2:230 3:247
0 1:171 2:230 3:248
0 1:170 2:229 3:247
0 1:169 2:228 3:246
0 1:168 2:227 3:245
0 1:166 2:227 3:245
0 1:165 2:226 3:244
0 1:165 2:226 3:244
0 1:163 2:224 3:242
0 1:160 2:223 3:240
0 1:159 2:222 3:239
0 1:161 2:224 3:241
0 1:161 2:224 3:241
0 1:156 2:222 3:238
0 1:158 2:221 3:238
0 1:161 2:223 3:238
0 1:158 2:211 3:225
0 1:72 2:115 3:124
0 1:4 2:34 3:44
0 1:7 2:25 3:35
0 1:16 2:29 3:37
0 1:9 2:20 3:24
0 1:8 2:18 3:20
0 1:4 2:11 3:17
0 1:0 2:1 3:10
0 1:1 2:3 3:15
0 1:7 2:11 3:23
0 1:8 2:11 3:26
0 1:7 2:10 3:25
0 1:5 2:9 3:21
0 1:3 2:5 3:18
0 1:3 2:5 3:17
0 1:1 2:3 3:15
0 1:4 2:6 3:18
0 1:1 2:5 3:17
0 1:4 2:8 3:20
0 1:28 2:34 3:48
0 1:49 2:55 3:69
0 1:29 2:35 3:49
0 1:0 2:5 3:19
0 1:0 2:3 3:18
0 1:1 2:5 3:17
0 1:0 2:4 3:13
0 1:0 2:4 3:10
0 1:13 2:21 3:24
0 1:45 2:53 3:55
0 1:48 2:57 3:54
0 1:58 2:66 3:55
0 1:100 2:104 3:90
0 1:115 2:117 3:103
0 1:114 2:116 3:102
0 1:110 2:112 3:99
0 1:103 2:105 3:94
0 1:87 2:87 3:79
0 1:83 2:82 3:77
0 1:87 2:86 3:82
0 1:87 2:86 3:82
0 1:78 2:77 3:73
0 1:64 2:63 3:59
0 1:70 2:69 3:65
0 1:92 2:91 3:87
0 1:92 2:91 3:86
0 1:64 2:70 3:68
0 1:40 2:55 3:60
0 1:36 2:60 3:70
0 1:50 2:79 3:93
0 1:71 2:107 3:121
0 1:90 2:132 3:146
0 1:98 2:144 3:159
0 1:101 2:148 3:164
0 1:102 2:151 3:168
0 1:101 2:152 3:171
0 1:104 2:155 3:174
0 1:111 2:160 3:177
0 1:110 2:159 3:174
0 1:100 2:152 3:165
0 1:104 2:156 3:167
0 1:112 2:165 3:173
0 1:117 2:164 3:170
0 1:122 2:162 3:162
0 1:116 2:146 3:144
0 1:86 2:105 3:103
0 1:28 2:39 3:35
0 1:0 2:4 3:0
0 1:0 2:3 3:0
0 1:0 2:4 3:0
0 1:3 2:8 3:4
0 1:18 2:24 3:20
0 1:28 2:38 3:37
0 1:17 2:37 3:36
0 1:33 2:63 3:63
0 1:97 2:141 3:142
0 1:119 2:172 3:176
0 1:118 2:177 3:183
0 1:108 2:172 3:181
0 1:102 2:169 3:178
0 1:103 2:171 3:182
0 1:106 2:174 3:185
0 1:104 2:172 3:183
0 1:102 2:170 3:181
0 1:105 2:173 3:184
0 1:100 2:170 3:182
0 1:96 2:166 3:178
0 1:96 2:166 3:178
0 1:99 2:169 3:181
0 1:97 2:169 3:183
0 1:93 2:165 3:179
0 1:91 2:163 3:177
0 1:91 2:163 3:177
0 1:91 2:165 3:178
0 1:87 2:163 3:176
0 1:82 2:160 3:173
0 1:81 2:159 3:172
0 1:82 2:160 3:173
0 1:82 2:160 3:173
0 1:77 2:154 3:170
0 1:73 2:150 3:166
0 1:74 2:153 3:170
0 1:71 2:150 3:167
0 1:71 2:152 3:169
0 1:76 2:157 3:174
0 1:76 2:157 3:176
0 1:75 2:156 3:175
0 1:75 2:158 3:176
0 1:72 2:155 3:173
0 1:63 2:145 3:166
0 1:58 2:140 3:161
0 1:64 2:149 3:169
0 1:68 2:153 3:173
0 1:64 2:150 3:167
0 1:60 2:146 3:163
0 1:60 2:145 3:165
0 1:61 2:146 3:166
0 1:60 2:147 3:166
0 1:62 2:149 3:168
0 1:54 2:141 3:160
0 1:51 2:138 3:157
0 1:60 2:149 3:167
0 1:64 2:153 3:171
0 1:51 2:140 3:158
0 1:45 2:134 3:152
0 1:54 2:141 3:160
0 1:59 2:146 3:165
0 1:58 2:145 3:165
0 1:61 2:148 3:168
0 1:60 2:147 3:166
0 1:57 2:144 3:163
0 1:60 2:147 3:164
0 1:60 2:147 3:164
0 1:57 2:146 3:162
0 1:59 2:148 3:164
0 1:58 2:150 3:163
0 1:61 2:153 3:166
0 1:70 2:162 3:175
0 1:64 2:156 3:169
0 1:52 2:146 3:156
0 1:56 2:148 3:159
0 1:66 2:156 3:165
0 1:69 2:157 3:167
0 1:66 2:155 3:163
0 1:67 2:156 3:164
0 1:72 2:161 3:169
0 1:72 2:161 3:169
0 1:69 2:156 3:163
0 1:72 2:159 3:166
0 1:72 2:159 3:166
0 1:66 2:153 3:160
0 1:64 2:149 3:154
0 1:70 2:155 3:160
0 1:76 2:161 3:166
0 1:78 2:163 3:168
0 1:76 2:161 3:166
0 1:76 2:159 3:165
0 1:81 2:162 3:166
0 1:78 2:159 3:163
0 1:75 2:156 3:160
0 1:79 2:160 3:164
0 1:81 2:160 3:164
0 1:79 2:158 3:162
0 1:82 2:160 3:164
0 1:87 2:165 3:169
0 1:88 2:163 3:166
0 1:91 2:167 3:167
0 1:93 2:167 3:170
0 1:90 2:164 3:167
0 1:91 2:162 3:164
0 1:93 2:164 3:166
0 1:93 2:164 3:166
0 1:93 2:163 3:165
0 1:98 2:166 3:167
0 1:95 2:163 3:164
0 1:78 2:144 3:143
0 1:75 2:139 3:139
0 1:94 2:155 3:156
0 1:105 2:165 3:165
0 1:105 2:164 3:162
0 1:107 2:163 3:162
0 1:111 2:163 3:161
0 1:111 2:161 3:160
0 1:115 2:165 3:164
0 1:117 2:167 3:166
0 1:117 2:166 3:163
0 1:119 2:168 3:165
0 1:118 2:164 3:161
0 1:114 2:160 3:157
0 1:115 2:160 3:155
0 1:121 2:163 3:159
0 1:125 2:166 3:162
0 1:128 2:169 3:165
0 1:131 2:170 3:165
0 1:137 2:172 3:168
0 1:143 2:175 3:170
0 1:144 2:175 3:170
0 1:144 2:173 3:168
0 1:146 2:171 3:167
0 1:151 2:174 3:168
0 1:156 2:177 3:172
0 1:156 2:175 3:169
0 1:156 2:175 3:169
0 1:161 2:178 3:170
0 1:157 2:172 3:165
0 1:158 2:171 3:162
0 1:165 2:176 3:168
0 1:172 2:182 3:174
0 1:172 2:182 3:174
0 1:168 2:175 3:167
0 1:173 2:176 3:169
0 1:179 2:180 3:172
0 1:177 2:177 3:167
0 1:182 2:179 3:170
0 1:189 2:185 3:174
0 1:196 2:190 3:178
0 1:196 2:190 3:178
0 1:194 2:186 3:175
0 1:192 2:184 3:173
0 1:194 2:184 3:174
0 1:194 2:184 3:174
0 1:199 2:186 3:177
0 1:199 2:186 3:177
0 1:202 2:189 3:181
0 1:213 2:200 3:192
0 1:222 2:209 3:200
0 1:220 2:207 3:198
0 1:213 2:200 3:191
0 1:212 2:199 3:190
0 1:212 2:199 3:190
0 1:212 2:199 3:190
0 1:212 2:199 3:190
0 1:213 2:200 3:191
0 1:213 2:200 3:192
0 1:214 2:201 3:193
0 1:214 2:201 3:192
0 1:211 2:199 3:187
0 1:210 2:197 3:181
0 1:215 2:199 3:183
0 1:219 2:202 3:184
0 1:221 2:203 3:181
0 1:223 2:203 3:178
0 1:227 2:207 3:180
0 1:228 2:207 3:180
0 1:230 2:209 3:182
0 1:235 2:214 3:185
0 1:242 2:221 3:192
0 1:246 2:225 3:194
0 1:249 2:228 3:197
0 1:249 2:230 3:200
0 1:250 2:231 3:201
0 1:249 2:232 3:204
0 1:244 2:227 3:199
0 1:242 2:225 3:197
0 1:240 2:223 3:195
0 1:237 2:220 3:192
0 1:244 2:227 3:199
0 1:254 2:237 3:209
0 1:254 2:237 3:209
0 1:252 2:235 3:207
0 1:250 2:233 3:205
0 1:247 2:230 3:202
0 1:245 2:228 3:200
0 1:245 2:228 3:200
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:254 2:254 3:254
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:255 2:255 3:255
0 1:253 2:255 3:254
0 1:253 2:255 3:254
0 1:253 2:254 3:255
0 1:252 2:253 3:255
0 1:253 2:254 3:255
0 1:253 2:254 3:255
0 1:253 2:254 3:255
0 1:252 2:255 3:255
0 1:249 2:253 3:254
0 1:250 2:254 3:255
0 1:249 2:255 3:255
0 1:249 2:255 3:255
0 1:249 2:255 3:255
0 1:248 2:254 3:254
0 1:246 2:255 3:254
0 1:246 2:255 3:254
0 1:245 2:255 3:255
0 1:246 2:255 3:255
0 1:244 2:254 3:255
0 1:244 2:254 3:255
0 1:243 2:255 3:255
0 1:242 2:254 3:254
0 1:240 2:254 3:255
0 1:239 2:253 3:254
0 1:238 2:254 3:254
0 1:239 2:255 3:255
0 1:236 2:254 3:255
0 1:235 2:253 3:255
0 1:234 2:254 3:255
0 1:233 2:253 3:254
0 1:231 2:252 3:255
0 1:231 2:252 3:255
0 1:229 2:253 3:253
0 1:228 2:252 3:252
